BN/Registration number,Fiscal period end,Form ID,Political Activities Description,Public Policy Description
119211613RR0001,2018-03-31 00:00,23,"Mission Statement: Voice of Albertans with Disabilities actively promotes full participation in society and provide support for the voice for Albertans with disabilities. All political activities aim to remove barriers to full participation in society by Albertans with disabilities. Media release and advertisements: ""VAD has been using non-paid advertising regarding barrier-free accessibility to the built environment, access to supports and services, and demonstrating capacity of individuals with disabilities. Publications: ""VAD produces disability-related position papers which are disseminated to disability organizations, decision makers and public servants. ""VAD produces newsletters, articles and a blog which discusses various issues that are important to individuals with lived experience regarding disability. Internet (web site, social media (Twitter, YouTube)) ""VAD has a web site where we post our videos, publications and newsletters.""VAD uses Twitter, Facebook and Instagram regarding information that is important to inform the general public regarding issues, events and new about accessibility concernsof individuals with disabilities.",
107378804RR0001,2018-03-31 00:00,23,-MINISTRE DE LA SANTÉ ET DES SERVICES SOCIAUX - DIRECTION DES SOINS SPÉCIALISÉS. DES ÉCHANGES DE COURRIELS ET RENCONTRE TÉLÉPHONIQUE SUR L'AVORTEMENT POUR LES PERSONNES TRANS. ET LES PERSONNES MIGRANTES À STATUT-PRÉCAIRE. -INTERPELLATION DU MINISTRE DE L',
129678231RR0001,2018-03-31 00:00,23,"Met with all political parties to identify the challenges that PARC members face with current social assistance policies. Met with all political parties to present third party research findings that link health and wellness to improved food securtiy and reduced poverty. Met with all political parties to present third party research that shows improved health outcomes based on safe, affordable housing.",
121152714RR0001,2018-03-31 00:00,23,"Mémoire et lettres d'opposition à des projets de loi concernant les organismes de bienfaisance, les consommateurs, ou les personnes à faible revenu (en lien direct avec la mission de notre organisme). Campagne pour demander le rehaussement du financement des organismes communautaires au Québec.",
118834449RR0001,2018-12-31 00:00,23,Membership of Canadian Consortium for Research (CCR) and Partnership Group for Science and Technology (PAGSE) both of these academic umbrella groups are involved in raising awareness of basic and applied research and lobbying government to sustain and increase funding to research councils to support this work. CMOS represents the views of its members into these umbrella groups - eventually funding may be made available for competition to which CMOS membership can participate. The political activities are thus indirect in terms of funding but directly linked to the purpose of the organisation which is supporting understanding and development of the sciences of Meteorology and Oceanography in Canada.,
121931091RR0001,2018-03-31 00:00,23,"Membership in First Call,an anti poverty coalition.Membership in Coalition of Child Care Advocates of BC,promoting publically funded child care.Our purpose is to improve education for the child care provider and these organizations promote this",
118836030RR0001,2018-03-31 00:00,23,Membership fees for Food Security Policy Group (Canadian Foodgrains Bank) and Ontario Council for International Cooperation. Our staff provided help proofing French translations of FSPG documents and helped spread aid for agriculture promotional materials on social media. Staff also on the board of OCIC. These activities help promote funding for and awareness of our cause.,
106798549RR0001,2018-12-31 00:00,23,"Members of the congregation were encouraged, if they felt so inclined, to write in support of Bill C-262. - This was in the context of the Church's overall Concern for Social Justice and the situation for indigenous Canadians.",
107388076RR0001,2018-12-31 00:00,23,"Members of First United participated in events related to Truth & Reconcilliation Commission,as well as environmental and poverty issues. First supports efforts to provide affordable housing.",
137710893RR0001,2018-03-31 00:00,23,Members attended municipal government planning sessions as well as provincial government task force open houses of future direction on the developmentof the former Riverview Hospital site. Members also attended Coquitlam citycouncil comittees for future initiatives involving the former Riverview site,
130362676RR0001,2018-12-31 00:00,23,MEMBERS AND ADHERENTS OF AUGUSTINE UNITED CHURCH SUPPORT NON-PARTISAN WORK FOR SOCIAL JUSTICE BY ATTENDING RALLIES AND BY OFFERING OPPORTUNITIES FOR OTHER MEMBERS AND ADHERENTS TO SIGN PETITIONS AND/OR PARTICIPATE IN LETTER-WRITING CAMPAIGNS.,
107425951RR0001,2018-12-31 00:00,23,"Members and adherents are occasionally encouraged to send letters, sign petitions to members of parliament and provincial government expressing their opinion on assorted social causes or attend parades supporting social activities as part of the church's social outreach program.",
845327345RR0001,2018-12-31 00:00,23,Meetings with MPP's to promote homeownership as part of affordable housing strategy.,
839758398RR0001,2018-12-31 00:00,23,MEETINGS WITH BC GOVERNMENT OFFICIALS BY GRIZZLY BEAR FOUNDATION STAFF AND BOARD MEMBERS WITH REGARD TO GRIZZLY BEAR CONSERVATION IN BC. HELD AN INFORMATIONAL BREAKFAST EVENT FOR BC GOVERNMENT OFFICIALS.,
871997318RR0001,2018-03-31 00:00,23,Meet with elected representatives and public servants to discuss laws and regulations pertaining to women's economic and social equality.,
118782317RR0001,2018-03-31 00:00,23,"Media regarding parks, endangered species, and non renewable resource development as it relates to our objectives to educate the public, to promote and encourage the preservation, protection, use and enjoyment of the natural environments.",
107690844RR0001,2018-03-31 00:00,23,"MCC'S purpose is to respond to basic human needs and work for peace and justice in Canada and around the world. In support of its program work in the area of disaster/war relief, in the past years MCC wanted the Government of Canada to sign and ratify the Arms Trade Treaty, and to increase humanitarian assistance for displaced peoples in the Middle East and invest in nonmilitary means of addressing insecurity in Syria and Iraq. MCC also wanted the Government of Canada to support international efforts to ensure building materials are permitted into Gaza for reconstruction of crucial infrastructure. In support of its program work in the area of social services, in the past years MCC wanted the Government of Canada to increase its aid budget and strengthen support for small-holder farmers, implement the Calls to Action from the final report of the Truth and Reconciliation Commission, address the continuing reality of missing and murdered Indigenous women and girls and invest in restorative approaches to public safety by supporting such things as correctional programs, both during incarceration and after release, that work to rehabilitate high-risk individuals. Finally, MCC wanted the Government of Canada to increase its refugee resettlement efforts (including for Syrian refugees), and to ensure refugee claimants and others with precarious status do not face barriers to accessing support.",
107690877RR0001,2018-03-31 00:00,23,"MCC's purpose is to respond to basic human needs and work for peace and justice in Canada and around the world. In support of its program work in the area of disaster/war relief, in the past year MCC wanted the Government of Canada to increase humanitarian assistance for displaced peoples in the Middle East and invest in nonmilitary means of addressing insecurity in Syria and Iraq. MCC wanted the government of Canada to speak out against military detention of children in Palestine/Israel and ongoing occupation. In support of its program work in the area of social services, in the past year MCC wanted the Government of Canada to strengthen accountability for Canadian resource extraction companies and to work to implement an independent ombudsperson for the extractives sector. In addition, MCC wanted the government of Canada to increase its foreign aid budget and strengthen support for smallholder farmers; to implement the United Nations Declaration of the Rights of Indigenous Peoples (UNDRIP); and to invest in criminal justice reform, especially, to increase support for community corrections on First Nations reserves, in line with TRC Call to Action #31. Finally, MCC wanted the Government of Canada to strengthen its refugee resettlement and integration efforts, and to ensure that backlogs, wait times, and other policy hurdles are addressed.",
119038263RR0001,2018-03-31 00:00,23,"MCC's political activities relate to our relief, development and peace work in Ontario and around the world. We continue to draw attention to the poor quality of water in many First Nation communities in Ontario and we supported the passing of private member's Bill C-262- an Act to ensure that the laws in Canada are in harmony with the United Nations Declaration on the Rights of Indigenous Peoples (UNDRIP). We promoted the ""A Cry for Home"" campaign related to the conflict in Israel Palestine and the ""No Way to Treat a Child"" Campaign.",
817387277RR0001,2018-12-31 00:00,23,"Mastercard Foundation does not engage in any activities that explicitly communicate to the public that a law, policy or decision of any level of government inside or outside Canada should be retained, opposed, or changed. The Foundation advances its charitable purposes of improving access and quality of youth education and financial inclusion for the relief of poverty by convening and engaging stakeholders, including partner organizations, government representatives, educational leaders and others to identify and disseminate knowledge about effective approaches in order to inform evidence-based policymaking.",
851423434RR0001,2018-03-31 00:00,23,"Marketing to Kids: The World Health Organization and health organizations worldwide are leading efforts to ensure children everywhere are protected against food and beverage marketing. The Stop Marketing for Kids (Stop M2K!) Coalition, founded by the Heart and Stroke Foundation in collaboration with the Childhood Obesity Foundation, recommends restricting the commercial marketing of all food and beverages to children and youth age 16 years and younger. This policy recommendation aligns with Childhood Obesity Foundation's mission to lead a societal shift toward healthy eating and active lifestyles to promote childhood healthy weights and the resulting physical and emotional benefits. We have not made any gifts to qualified donees intended for poltical purposes. Reduction of Sugary Drinks: The Rethink Sugary Drinks Coalition is a provincial coalition co-led by the Childhood Obesity Foundation and BC Alliance for Healthy Living. The mission of this coalition is to work collaboratively to oversee the development and implementation of a multi-pronged approach to decrease sugary drinks consumption in BC. The Childhood Obesity Foundation also participates on a national working group of stakeholders who work together to decrease sugary drink consumption across Canada. There is a strong scientific consensus that excessive Sugary Sweetened Beverage (SSB) intake is a major risk factor for the development of unhealthy weights. As such, a primary goal of both of these groups is to advocate for a tax on sugary drinks. This policy recommendation aligns with the Childhood Obesity Foundation's mission to lead a societal shift toward healthy eating and active lifestyles to promote childhood healthy weights and the resulting physical and emotional benefits. We have not made any gifts to qualified donees intended for political purposes.",
107883928RR0001,2018-03-31 00:00,23,"March of Dimes Canada has a government relations and advocacy program for people with disabilities and advocates for and with consumers, promoting programs or legislation to meet the needs of people with disabilities.",
131219412RR0001,2018-03-31 00:00,23,MANIFESTATIONS POUR L'ÉGALITÉ ENTRE LES SEXES ET LA RESPECT DES DROITS DES FEMMES.,
120404983RR0001,2018-03-31 00:00,23,Manifestations et rencontre avec les élus et les fonctionnaires: -Promotion du logement social -Meilleur accès à la justice (Régie du logement) -Meilleur financement du service des permis et inspection de l'arrondissement et de la ville Interventions publiques au conseil d'arrondissement et municipal,
888789872RR0001,2018-03-31 00:00,23,MAINIFESTATIONS POUR RÉCLAMER DU LOGEMENT SOCIAL POUR LES LOCATAIRES LES PLUS DÉMUNIS.,
139072060RR0001,2018-03-31 00:00,23,"MADD Canada identifies policies, laws and administrative sanctions that will reduce the number of Canadians being killed and injured in impaired driving crashes every year. MADD Canada promotes these policies to elected officials and decision makers at both the Federal and Provincial/Territorial levels. At the Federal level, MADD Canada communicated with elected officials to promote the need for: improved testing measures for drug-impaired drivers, particularly in light of the plan to legalize recreational use of marijuana/ mandatory alcohol screening; and improved sentencing for the most serious impaired driving offences. At the Provincial/Territorial level, MADD Canada communicated with leaders and decision makers in various jurisdictions to promote the need for:.00% BAC restrictions for young drivers until age 21; immediate roadside licence suspensions and vehicle impoundments fro drivers in the .05% to .08% BAC range; mandatory alcohol interlocks for drivers convicted of impaired driving offences; administrative sanctions for drugimpaired drivers; and other measures to reduce and prevent impaired driving.",
860563139RR0001,2018-12-31 00:00,23,"LRW(LR)C research and communications about national and international law is directed towards promoting improved understanding, implementation and enforcement of international human rights law in relation to the integrity of national legal systems and the advocacy rights of lawyers and others. Therefore, on occasion, LRW(LR)C written communications promote changes to national law, policy or practices that are considered necessary to ensure compliance with the country's international law obligations. Some LWR(LR)C research and resulting communications promotes changes to international human rights law, policy and practices; to improve understanding of and respect for internationally protected human rights; to ensure the integrity of national legal systems; and, to protect the advocacy rights of lawyers and other human rights defenders. LRW(LR)C research is done pro bono by volunteers.",
891704918RR0001,2018-03-31 00:00,23,"L'organisme effectue de la représentation et de la défense des droits avec d'autres organismes communautaires. Aussi, par la sensibilisation et l'information, il défend les droits des personnes ayant un TSA ainsi que leurs familles.",
139765465RR0001,2018-03-31 00:00,23,L'organisme Centre des femmes du témiscouata est entre autre établi afin de secourir les femmes soci-économiquement défavorisées ansi que pau les aider et éduguer les femmes en situation de détresse. Notre action a été de faire voir comment les mesures d'austérité gouvernementale du gouvernement du Québec appaurrissent les femmes et notre organisme et de l'ameuer à y mettre fin c'est aussi un appel à l'action à la population pour les mêmes raison.,
106842388RR0001,2018-03-31 00:00,23,"Lobbying the government to amend the Copyright Act, including presenting to the Finance Committee on the Federal Budget.",
886671254RR0001,2018-08-31 00:00,23,Lobbying the city council to make us a line item in the city budget so we don't burn out our volunteers compiling grant application bundles.,
886648591RR0001,2018-12-31 00:00,23,Lobbying Municipal gov't & developers to proctect & preserve locally historical properties &/or historical streetscapes & providing research/historical data for same purpose.,
107497802RR0001,2018-12-31 00:00,23,Lobby municipal leaders to institute a single-use plastics ban.Pressure Members of Parliament for government respond to refugee applications and resettlement needs.This political activism for better humanitarian and environmental practices is a result of our bold new vision for God's world.,
822395885RR0001,2018-12-31 00:00,23,Lobbied city council against instituting a cat by-law. Expense was for copying letters & information distributed to concil,
855412607RR0001,2018-03-31 00:00,23,L'INM est reconnu comme organisme de bienfaissance aux fins de la recherche et de l'éducation. L'un des objets inscrits à ses lettres patentes concerne l'organisation d'<<activités d'éducation civique autant pour les jeunes que pour les autres membres de la société québécoise>>. L'INM intervient en organisant des forums ou des débats pour attirer l'attention sur des sujets d'actualité touchant à des projets de loi.,
130229859RR0001,2018-03-31 00:00,23,"Lettres d'appui, campagne de courriels, pétitions, manifestations. Ces activités sont reliées à notre mission: l'amélioration des conditions de vie des femmes, lutte à la pauvreté, la violence, l'exclusion sociale.",
888062445RR0001,2018-03-31 00:00,23,"Lettre destinée au Député et Ministre Jean D'Amour pour l'inciter à s'opposer au projet de loi en ce qui concerne les pénalités financières prévues dans le programme Objectif emploi.Signature d'une pétition pour demander au gouvernement du Québec d'augmenter les allocations maximales por les familles composées de 2 adultes prestataires du programme de solidarité sociale.Signataire d'une pétition de 30 000 noms réclamant un meilleur financement duréseau communautaire.Lettre émise pour le Ministre des finances du Québec,Carlos J. Leitão,demandant que le projet de loi 149 soit amendé.Le Commissaire au lobbyisme de Québec a déposé le rapport""La révision de la loi sur la transparence et l,éthique en matière de lobbysme:Le temps est à l'action""enréaction à ce rapport nouse avons émis sur Facebook un communiqué de pressequi souligne que malgré les amendements le projet de loi 56 continue d'êtreune entrave au droit d'association. Mobilisation pour le financement en promotion des droits.",
107453383RR0001,2018-07-31 00:00,23,LETTRE AU MINISTRE DE LA SOLIDARITÉ POUR UNE AUGMENTATION DU FINCANCEMENT DES ORGANISME EN DÉFENSE COLLECTIVE DES DROITS. INTERVENTION DANS LES MÉDIASPOUR PRÉSENTER NOTRE ANALYSE DU PLAN DE LUTTE À LA PAUVRÉTÉ. DISTRUBUTION DES CARTES DE NOËL DU COLLECTIF POUR UN QUÉBEC SANS PAUVRETÉ. SENSIBILISATION DE NOS MEMBRES À LA NECESSITÉ D'ALLER VOTER À L'ÉLECTION PROVINCIALE DU L'OCTOBRE. PARTICIPATION À LA CONFÉRENCE DE PRESSE DU 1ER MAI EN MAURICIE POUR L'AMÉLIORATION DES CONDITIONS DE TRAVAIL.,
118920032RR0001,2018-03-31 00:00,23,"Letters, Meetings with MPs, MLAs, Municipal Officials, etc. to advance the interests and value of our organization.",
118872126RR0001,2018-12-31 00:00,23,"Letters written to the Canadian & Provincial Government of Manitoba.  With appreciation or disagreement with a policy directon or decision the letters are always connected to our faith and our call for social justice for all people.  This is done regardless of the party in power and no financial support is given to any party or government.  We also provide a link on our website for social justice or organization, connected to our call for social justice for all people.",
129950580RR0001,2018-04-30 00:00,23,Letter writing campaign re human rights issues. The letters were made avalable to members of the congregation to mail.,
129892659RR0081,2018-12-31 00:00,23,Letter Writing - Amnesty International; these letters are part of the peace and justice calling of Christ to his disciples.,
899977441RR0001,2018-07-31 00:00,23,Les activités politique ont consisté à dénoncer les lacunes législatives dans la protection pour le droit au logement des ménages à faible revenu et à participer aux actions contre les mesures d'austérité qui nuisent à la pleine émancipation des citoyennes et citoyens démunis. Ces activités sont directement liées à la mission fondamentale de l'organisme et visent l'amélioration des conditions de vie des ménages locataires à faible revenu.,
865796577RR0001,2018-09-30 00:00,23,LEGION POPPY FUND - PRIMARY REASON IS TO GIVE SOME ASSISTANCE TO VETERANS & YOUTH EDUCATION AS ON PAGE 1,
872050224RR0001,2018-12-31 00:00,23,Lead a public awareness campaign to encourage provincial drug plans to provide reimbursement for new treatment options for pulmonary hypertension.,
106902299RR0001,2018-03-31 00:00,23,"Le ReQIS a mis sur pied d;un comité de mesures d'urgence d'où l'imoprtance d'instaurer des nouvelles mesures d'urgences adaptées aux personnes sourdes et malentendantes avec les technologies actuelles. Le ReQIS poursuit le comité sur la mobilisation concernant le déménagement de l'IRD et les services aux personnes sourdes et malentendantes (PSM) suite à la fusion par le Ministère de la Santé et Service Sociaux. Le ReQIS poursuit le comité ""Campagne de sensibilisation"" en vue de sensibiliser différents secteurs de la société à l'importance de l'accessibilité communicationelle. Le ReQIS a déposé le rapport du bilan sur la loi fédérale de l'accessibilité relatives aux droits des personnes handicapées à l'importance de l'accessibiklité communicationelle. Le ReQIS a déposé le rapport du bilan sur la loi fédérale de l'accessibilité relatives aux droits des personnes handicapées à l'asc (Association des Sourds du Canada) Le REQIS a participé: -Comité de trvail sur la réflexion sur les coûts supplémentaires liés aux limitations fonctionnelles. -Journée de consultation sur laccessibilité invité par l'Association Canadiennes des télécommunications sans fil pour faire valoir les besoins aux services sans-fil pour les personnes sourdes et malentendantes -Journée mondiale des Sourds à Trois-Riviéres -Comité de trvail sur le projet de loi pour établir le revenu de base tel qu'annoncé par le plan d'action gouvernemental pour l'inclusion économique et la participation sociale 2017-2023 avec la COPHAN. -Comité legislation de la COPHAN en vue d'une Loi sur l'accessibilité au Québec. Participation avec L'ASC (Association des Sourds du Canada) Le ReQIS a mis en place l",
107614000RR0001,2018-03-31 00:00,23,"Le RAPSIM a rencontré de façon non partisanee Les élu.e.s de tours les paliers gouvernementaux afin de faire connaître la situation et les emjeux actuels en matière d'itinérance à Montréal,et afin que des résponses soient apportées dans les domaines du logement,des services et de la résinsertion sociale. Ces rencontres s'inscrivent en conformité avec notre charte et nos réglements généraux,qui stipulent que le RAPSIM a comme objectif de contribuer à soulager la pauvreté,mais aussi de faire la promotion des connaissancesen matière d'itinérance,d'isolement social et de la prévention de ces phénomenes.",
119048460RR0001,2018-03-31 00:00,23,"Le Mouvement Action-Chômage de Montréal fait des pressious politiqes non-partisanes pour faire modifier spècifiquement la Lousur l'assurance emploi. Eneffet, notre action de bienfaisance en estune daideaux personnes sans-emploi qui risquent de tomber dans lapaurretè. Notre action politique non-partisane est lieé directment au fait que nous voudrions aider plus depersonnes à ne pas tomber dans lapaurretè.",
130512007RR0001,2018-07-31 00:00,23,"Le MAC informe ses mewbres des changements apparté à le lau de l'aé ou les lais les taucharits, Il dénonce par ooie communiqués de presse les effets nÉfastes des differeutes palitigues pur l'a e et evendigile ure amélioratin é la lai de MAC reqcontie les députés de la régia afiu de discuter des différentes prable matiques du chômage et faire pout des reveridications",
139942254RR0001,2018-03-31 00:00,23,"Laws, policies or decisions of government that GSA tried to influence through public engagement and direct requests to government in the fiscal period include preventing the expansion of fossil fuel exports which would fuel climate change, increase the risk of spills in the Strait, and lead to degradation of the Strait of Georgia; these were focused on the Kinder Morgan pipeline expansion as well other projects proposed within the transboundary waters of the Salish Sea. We highlighted the increased risk of tanker spills and the inadequacies of spill repsonse capabilities, encouraged further action to reach greenhouse gas targets and cobat climate change, encouraged a more robust assessment of shipping, the threats for port expansions in sensitive areas, better environmental assessments processes, and the need for climate accountability from the oil and gas sector. We worked to increase protection of species at risk, specifically urgent action pertaing to the southern resident ocras and chinook salmon, and actions to reduce ocean noise in the region. We promoted marine planning in the sourthern Strait through the proposed designation of an NMCA. We promoted the ongoing threats from open-net cage salmon farms and actions to remove them from areas of BC'S coast. We raised concerns about the growing impacts of shipping and anchorages on at risks species and communities, and efforts to bring international best practices around shipping to the region. GSA is involved in reducing the amount of sewage released into Georgia Strait from recreational bats and supporting stronger leadership on the threats from derelict vessels. Our purpose is to identify threats to the region and educate the public on the value of the health of the Strait, to encourage individual and collective responsibiltiy to stop further degradation and to commence protective and restorative measures.",
831021506RR0001,2018-12-31 00:00,23,"Launched in 2009 at the Clinton Global Initiative, G(irls)20 places young women at the centre of decision.- making processes. Through our signature programs. Global Summit and Girls on Boards, we make strategic investments in young women through education and training, building networks, and access to unparalleled opportunities at home and abroad. While advocating for change the global level through the annual G(irls) 20 Global Summit, we are invested in changing the status quo for women at decision-making tables in communities across Canada by placing Girls on Boards.",
890723281RR0001,2018-03-31 00:00,23,"L'Association s'est adonnée à des activités politiques par le biais d'une campagne regionale (manifestations pacifiques, pétitions en ligne, conférence de presse, Facebook) afin de voir son financement rehaése.",
128863149RR0001,2018-08-31 00:00,23,"L'assemblée entretiendra un lieu de culte approprié pour ses membres et toutes personnes qui assistent a leur réunions publiques. Elle soutiendra ses membres dans l'accomplissement de leur objectif religieux de prêcher la bonne nouvelle du Royaume de Dieu. Conformément aux croyances des Témoins de Jéhovah, l'assemblée mettra sur pied un programme d'enseignement spirituel au profit des assistants aux réunions. Ce programme est offert gratuitement aux intéressés. L'assemblée utilisera la participation bénévole de ses membres dans l'excercise de ses activités. Afin de soutenir ses activités, elle s'appuiera uniquement sur les offrandes volontaires des individus et des organistes de bienfaisance auquels elle est associés.",
119002681RR0001,2018-04-30 00:00,23,"Lakehead University works with all elected officials, staff and bureaucrafts in many ministries and departments to tell our story. We have a significant impact on the economic, social and cultural life of Thunder Bay and Northwestern Ontario and geography can remain a challenge. Lakehead places a strong emphasis on accessibility. This includes a commitment to First Nations, Metis and Inuit (Indigenous) learners and on the delivery of a comprehensive array of undergraduate and graduate programs and increasing their particiaptation rates. We work on the various needs for capital and operation dollars to support exceptional and unconventional experience for our students.",
118792449RR0001,2018-03-31 00:00,23,"L'ACEF des Basses-Laurentides aide les personnes aux prises avec des difficultés financières et fait de la sensibilisation et de l'éducation.Mais ellea aussi une mission de défense des intérêts et des droits des consommateursElle analyse les politiques gouvernementales (lois,règlements,orientations)et mène des actions pour assurer ou ameliorier une bonne protection des consommateurs et de leur qualité de vie.Elle défend des valeurs de justice sociale. Ainsi,cette année,nous avons : publié un ou des articles sur note site internet,dans notre info-lettre,dans les médias locaux,fait signer plusieurs pétitions en appui à différentes causes,participé à des rassemblements.envoisde lettres et courriels aux acteurs politiques.Les sujets abordés cette année étaient principalement liés à une meilleure reconnaissance des organismes communautaires autonomes.",
118792373RR0001,2018-03-31 00:00,23,"L'ACEF a participé aux activités de la campagne ""Engagez-vous pour le communautaire"" organisée par les regroupements d'organismes communautaires partout au Québec. Cette campagne demande au governement provincial le rehaussement du financement des organismes communautaires autonomes. Cela s'est traduit par la participation à quelques rassemblements et à la diffusion de certaines publications sur Facebook.",
129379533RR0001,2018-03-31 00:00,23,"La Société Alzheimer des Maskoutains-Vallée des Patriotes a pour mission de: Soutenir et aider les personnes atteintes de la maladie Alzheimer et leurs proches; Informer et sensibiliser la population sur les diverses facettes de la maladie d'Alzheimer et des conséquences sur la personne atteinte et sa famille; Former les proches aidants dans leur rôle auprès de la personnes atteinte; Sensibiliser les intervenants qui diagnostiquent ou interviennent auprès des personnes atteintes sur l'importance du diagnostic précoce, de la prise en charge et sure l'importance de référer auusitôt que possible le patient à la Société.",
136039690RR0001,2018-03-31 00:00,23,"LA MISSION DE L'ORGANISME DE BIENFAISANCE VISE LA DÉFENSE DES DROITS DES PERSONNES VIVANT AVEC DES PROBLÈMES DE SANTÉ MENTALE, À ÉTABLIR UN RAPPORT ÉQUITABLE ENTRE PERSONNES ET PROFESSIONNELS DE LA SANTÉ. L'ORGANISME FAIT DEES TRAVAUX DE RECHERCHE ET RÉDIGE DES LETTRES ET RAPPORTS VISANT LA REPRÉSENTATION AUPRÉS D'INSTANCES DÉCIONNELLES DE DIVERS MINISTÈRES (SANTÉ ET SERVICES SOCIAUX, EMPLOYABILITÉ, ETC.)",
125752832RR0001,2018-07-31 00:00,23,"La directrice a participé au comité de coordination de la campagne CA$$$H, qui vise le rehaussement du financement des organismes communautaires en santé services sociaux. Du temps de rencontre a été consacré pour informer les groupes membres des actions de la campagne CA$$$H. La responsable aux communication a diffusé l'information sur les médias sociaux.",
136504743RR0001,2018-07-31 00:00,23,LA DIRECTRICE A PARTICIPÉ À 2 CONFÉRENCES DE PRESSE DE LA T.R.O.C.L. LA SOIRÉE DU DÉBAT DANS JOLIETTE,
891384737RR0001,2018-03-31 00:00,23,La défense des droits de nos membres fait partie de notre mission. Nous faison parfois des représentations auprès des élus afin de faire reconnaître certain droits.,
890304272RR0001,2018-12-31 00:00,23,"La Corporation Jeunesse l'Évasion l'Ormière est un organisme d'action communautaire autonome. L'organisation souhaite donc que le gouvernement du Québec augmente son financement de base à la mission, indexe ses subventions à la hauteur de la mesure du panier de consommation, mette fin aux mesures de compressions dans les services publics et les programmes sociaux et respecte sa polilitique de finacement des organismes communautaires. Dans ce contexte, l'organisation cité précédemment à participé aux actions de la campagne ""Engagez-vous pour le communautaire"" lors de l'année 2018.",
893304659RR0001,2018-06-30 00:00,23,Journée d'action dans le cadre de la semaine de la dignité des personnes assitées sociales Conférence de presse pour dénoncer la déhumanisation des services Participation au mouvement national pour demander un meilleur financement des organismes communautaires Envoie de carte postale au Ministre des Finances pour demander une réinvestissement majeur dans les organismes communautaires,
860372853RR0001,2018-12-31 00:00,23,"JHR advocated for press freedom, including in an op-ed indicating the need to support journalists in South Sudan, Jordan and DR Congo. JHR's execute director and project managers authored some co-ed articles over the year calling for more protections for journalists and freedom of expression, including support for journalists in the DR Congo, South Sudan, Jordan, and Syria. Over the course of the year JHR also often highlighted stories about freedom of expression and press freedom violations on its social media channels.",
118976604RR0001,2018-12-31 00:00,23,"JDRF is committed to delivering a cure for Type 1 Diabetes (T1D) and it's complications through the support of research. To this end, we engage directorly with federal and provincial representatives and encourage our supporters to do the same to raise awareness about the financial and human costs of the disease-for our health care system and the people who live with it in order to make the case that these may be reduced through investement in research aimed at curing, preventing and treating the disease. Political outreach in 2018, included direct outreach by staff, volunteer board members and a two-day lobbying event Kids for a Cure Lobby Day where youth delegates and their parents travelled to Ottawa for the purposes of meeting with Members of Parliament and Senators. The purpose of this activity was to secure renewed federal funding for research undertaken by the JDRF Canadian Clinical Trial Network. All engagement undertaken was strictly non-partisan and using the methods set out below in Section 2.",
812584068RR0001,2018-12-31 00:00,23,"JDRF is committed to delivering a cure for Type 1 Diabetes (T1D) and it's complications through the support of research. To this end, we engage directly with federal and provincial representatives and encourage our supporters to do the same to raise awareness about the financial and human costs of the disease - for our health care system and the people who live with it in order to make the case that these may be reduced through investment in research aimed at curing, preventing and treating the disease. Political outreach in 2017, included direct outreach by staff, volunteer board members and a two-day lobbying event Kids for a Cure Lobby Day where youth delegates and their parents travelled to Ottawa for the purposes of meeting with Members of Parliament and Senators. The purpose of this activity was to secure renewed federal funding for research undertaken by the JDRF Canadian Clinical Trial Network. All engagement undertaken was strictly non-partisan and using the methods set out below in Section 2.",
863889283RR0001,2018-12-31 00:00,23,"International Justice Mission Canada exists to assist individuals in need who are suffering from injustice, oppression and human rights abuses around the world. Its public policy dialogue and development activities include attending conferences and meetings with public servants (political staffers). members of parliament and senators. They also include educating its constituency about political issues of note for the organization and engaging constituents in its political activities through conferences, speeches, workshops, the internet, and petitions. The greater public is engaged with and informed about International Justice Mission Canada's political advocacy through media releases, advertisements, speeches, publications, petitions, and the internet. Public policy dialogue and development activities are conducted for the following purposes: to raise awareness about International Justice Mission Canada's work overseas, to advocate for increased funding from the Government of Canada for programs and initiatives that reduce the prevalence and incidence of violence against the poor in the developing world, and to advocate for greater enforcement of Canada's extraterritorial provisions for human trafficking and child sex tourism.",
107307191RR0008,2018-12-31 00:00,23,"Individuals wrote letters, emails, signed postcards and/or signed petitions stating their opinions on various matters of moral, ethical, ecological, or social justice issues.",
119151108RR0001,2018-12-31 00:00,23,"Individual sister members may participate in letter-writing, petition campaigns and/or protest rallies.  The purpose of their activities is to raiseawareness of issues such as poverty, human trafficking, and environmental concerns as they relate to the organization's objectives of helpingwomen, youth and children, the sick and aging, and the poor and suffering.",
118968205RR0001,2018-03-31 00:00,23,"In this past fiscal year, staff participated in various injured worker demonstrations. These demonstrations involved speeches and chants about the unfairness to injured workers with the current WSIB laws and policies, These were non-partisen demonstrations. Our involvement consisted in attending the demonstation and in providing some assistance in planning and providing refreshments for the injured worker participants.",
118929207RR0001,2018-12-31 00:00,23,"In the context of authored articles, and in the course of disseminating research there are at times statements made which could be construed as being in support of, or in opposition to a particular government policy.  These statements emerge from our research reports and are designed as a springboard to debate.",
130643737RR0001,2018-03-31 00:00,23,"In September 2017, Food banks Canada released the report Nowhere to Turn: Single Adults Living with Poverty in Canada which included a number of relevant policy recommendations for the federal government. This report was promoted widely by Food Banks Canada through our social media channels and to our network of food banks. Further, in February 2018, Food Banks Canada published an op-ed in the Hill Times with several recommendations regarding the federal government's poverty reduction strategy.",
