"BN/Registration number","Fiscal period end","Form ID","100","110","120","130"
"849570437RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849587175RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849601281RR0001",2018-6-30 00:00:00,"23","N","N",,
"849609904RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"849612353RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"849620950RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849625736RR0001",2018-12-31 00:00:00,"23","N","N",,
"849648894RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849654975RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849668090RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849700679RR0001",2018-12-31 00:00:00,"23","N","N",,
"849704325RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849710157RR0001",2018-12-31 00:00:00,"23","N","N",,
"849728738RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849729751RR0001",2018-12-31 00:00:00,"23","N","N",,
"849743364RR0001",2018-12-31 00:00:00,"23","N","N",,
"849755921RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849795414RR0001",2018-12-31 00:00:00,"23","N","N",,
"849804935RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"849809652RR0001",2018-6-30 00:00:00,"23","N","N",,
"849811617RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"849820238RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849842927RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849849856RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849854831RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849860887RR0001",2018-5-31 00:00:00,"23","N","N",,
"849873302RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849903232RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849915509RR0001",2018-10-6 00:00:00,"23","N","N","N","N"
"849918685RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849934013RR0001",2018-6-30 00:00:00,"23","N","N",,
"849940192RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"849942420RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849943287RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849982285RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"849983903RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"849991518RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"849991716RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"849991914RR0001",2018-12-31 00:00:00,"23","N","N",,
"849998885RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850007998RR0001",2018-12-31 00:00:00,"23","N","N",,
"850040775RR0001",2018-7-31 00:00:00,"23","N","N",,
"850045188RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850048976RR0001",2018-7-31 00:00:00,"23","N","N",,
"850053828RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850092040RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850105537RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850114786RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850134305RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850137233RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850138447RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850141136RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850144288RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850160888RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850171000RR0001",2018-12-31 00:00:00,"23","N","N",,
"850172586RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850178484RR0001",2018-12-31 00:00:00,"23","N","N",,
"850179631RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850192709RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"850196361RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850206210RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850212374RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850213786RR0001",2018-4-11 00:00:00,"23","N","N","N","N"
"850214446RR0001",2018-12-31 00:00:00,"23","N","N",,
"850215682RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850232109RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850240110RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850243718RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850246869RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850249012RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850258765RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850261165RR0001",2018-8-31 00:00:00,"23","N","N",,
"850271289RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850298662RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850301326RR0001",2018-12-31 00:00:00,"23","N","N",,
"850324450RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850333196RR0001",2018-1-31 00:00:00,"23","N","N",,
"850338740RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850339763RR0001",2018-12-31 00:00:00,"23","N","N",,
"850340969RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"850346354RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850360710RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850360991RR0001",2018-6-30 00:00:00,"23","N","N",,
"850382318RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"850414129RR0001",2018-6-30 00:00:00,"23","N","N",,
"850420183RR0001",2018-12-31 00:00:00,"23","N","N",,
"850425174RR0001",2018-4-30 00:00:00,"23","N","Y",,
"850430810RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850431727RR0001",2018-9-30 00:00:00,"23","N","N",,
"850434283RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850442328RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850452087RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850456369RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850474487RR0001",2018-12-31 00:00:00,"23","N","N",,
"850477134RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850492976RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850516162RR0001",2018-3-31 00:00:00,"23","N","N",,
"850517467RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850519067RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850532888RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850536061RR0001",2018-3-31 00:00:00,"23","N","N",,
"850550807RR0001",2018-12-31 00:00:00,"23","N","N",,
"850554858RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"850558412RR0001",2018-12-31 00:00:00,"23","N",,,
"850584681RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850587064RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850587874RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850606872RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850626813RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850630039RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850631086RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850633371RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850640947RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"850642794RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850649195RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850673336RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850680380RR0001",2018-8-31 00:00:00,"23","N","N",,
"850686668RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850696386RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850696808RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850716606RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850722158RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850750282RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850756982RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850766635RR0001",2018-12-31 00:00:00,"23","N","N",,
"850771882RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850781618RR0001",2018-5-31 00:00:00,"23","N","N",,
"850785684RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"850788720RR0001",2018-3-31 00:00:00,"23","N","N",,
"850791112RR0001",2018-3-31 00:00:00,"23","N","N",,
"850795998RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850797994RR0001",2018-3-8 00:00:00,"23","N","N","N","N"
"850798448RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850799081RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850799883RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850806852RR0001",2018-8-31 00:00:00,"23","N","N",,
"850807843RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850820051RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850838301RR0001",2018-6-30 00:00:00,"23","N","N",,
"850851502RR0001",2018-5-31 00:00:00,"23","N","N",,
"850876905RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850877358RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850882317RR0002",2018-8-31 00:00:00,"23","N","N","N","N"
"850886136RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850894072RR0001",2018-12-31 00:00:00,"23","N","N","N",
"850895111RR0001",2018-6-30 00:00:00,"23","N","N",,
"850897471RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850910555RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"850916511RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850921529RR0001",2018-4-30 00:00:00,"23","N","N",,
"850929217RR0001",2018-12-31 00:00:00,"23","N","N",,
"850935149RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850952482RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850955683RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"850958349RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"850960972RR0001",2018-5-31 00:00:00,"23","N","N",,
"850961772RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851020008RR0001",2018-2-28 00:00:00,"23","N","N","N","N"
"851021105RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851022202RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851023556RR0001",2018-6-30 00:00:00,"23","N","N",,
"851026716RR0001",2018-12-31 00:00:00,"23",,"N","N",
"851044677RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851056903RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851068650RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851100958RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851101170RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851105361RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851119552RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"851120485RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851128348RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851132761RR0001",2018-4-1 00:00:00,"23","N","N",,
"851146506RR0001",2018-3-31 00:00:00,"23","N","N",,
"851154856RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851158667RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851162461RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851162495RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851171751RR0001",2018-10-31 00:00:00,"23","N","N",,
"851178277RR0001",2018-12-31 00:00:00,"23","N","N",,
"851180703RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851184994RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851193375RR0001",2018-12-31 00:00:00,"23","N","N",,
"851194571RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"851199083RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"851201285RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851201335RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851202481RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"851223495RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851223727RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851226498RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851238691RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"851248740RR0001",2018-7-31 00:00:00,"23","N","N",,
"851253930RR0001",2018-5-31 00:00:00,"23","N","N",,
"851256453RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"851264838RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851264903RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851268755RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"851269969RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851270355RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851285031RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851300301RR0001",2018-12-31 00:00:00,"23","N","N",,
"851311977RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"851312082RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851315721RR0001",2018-3-31 00:00:00,"23","N","N",,
"851329516RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851333179RR0001",2018-7-31 00:00:00,"23","N","N",,
"851337659RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851339812RR0001",2018-12-31 00:00:00,"23","N","N",,
"851372169RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851375865RR0001",2018-12-31 00:00:00,"23","N","N",,
"851378455RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851391763RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851392555RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851396432RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851410589RR0001",2018-3-31 00:00:00,"23","N","N",,
"851418731RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851419010RR0001",2018-6-30 00:00:00,"23","N","N",,
"851421206RR0001",2018-12-31 00:00:00,"23","N","N",,
"851423434RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851427831RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851429654RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851435032RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851447953RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851451054RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851454355RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851460626RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"851468264RR0001",2018-12-31 00:00:00,"23","N","N",,
"851473116RR0001",2018-8-31 00:00:00,"23","N","N",,
"851474254RR0001",2018-12-31 00:00:00,"23","N","N",,
"851478149RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851499087RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851502625RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851514273RR0001",2018-5-31 00:00:00,"23","N","N",,
"851520908RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851524447RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851526012RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851533851RR0001",2018-4-30 00:00:00,"23","N","N","N","N"
"851538769RR0001",2018-3-31 00:00:00,"23","N","N",,
"851559369RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851577288RR0001",2018-6-30 00:00:00,"23","N","N",,
"851580928RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851582320RR0001",2018-12-31 00:00:00,"23","N","N",,
"851587543RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851604959RR0001",2018-12-31 00:00:00,"23","N","N",,
"851607804RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851610709RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851641605RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851641969RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851659953RR0001",2018-12-31 00:00:00,"23","N","N",,
"851665273RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851678359RR0001",2018-12-31 00:00:00,"23","N","N",,
"851678599RR0001",2018-12-1 00:00:00,"23","N","N","N","N"
"851681395RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851687046RR0001",2018-12-31 00:00:00,"23","N","N",,
"851690776RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851695817RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851722736RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"851740175RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851741744RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"851774570RR0001",2018-12-31 00:00:00,"23","N","N",,
"851788315RR0001",2018-12-31 00:00:00,"23","N","N",,
"851806778RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851812081RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851820142RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"851821017RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"851852517RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"851860155RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"851861443RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851863472RR0001",2018-10-31 00:00:00,"23","N","N","N","N"
"851865550RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851866574RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851870030RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"851876888RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851888412RR0001",2018-2-14 00:00:00,"23","N","N",,
"851914887RR0001",2018-12-31 00:00:00,"23","N","N",,
"851923185RR0001",2018-12-31 00:00:00,"23","N",,,
"851987966RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"851995878RR0001",2018-12-31 00:00:00,"23","N","N",,
"851998773RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"852008978RR0001",2018-3-31 00:00:00,"23","N","N",,
"852024447RR0001",2018-12-31 00:00:00,"23","N","N",,
"852025980RR0001",2018-12-31 00:00:00,"23","N","N",,
"852026368RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852026988RR0001",2018-12-31 00:00:00,"23","N","N",,
"852034172RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852042944RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852066778RR0001",2018-10-31 00:00:00,"23","N","N",,
"852074483RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852074566RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852075480RR0001",2018-2-28 00:00:00,"23","N","N","N","N"
"852077163RR0001",2018-9-30 00:00:00,"23","N","N",,
"852078286RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852081959RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852083682RR0001",2018-12-31 00:00:00,"23","N","N",,
"852085166RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"852087956RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852146083RR0001",2018-11-30 00:00:00,"23","N","N",,
"852165414RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852170109RR0001",2018-12-31 00:00:00,"23","N","N",,
"852177310RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852222173RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852238260RR0001",2018-7-31 00:00:00,"23","N","N","N","N"
"852265198RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852266196RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"852276237RR0001",2018-12-31 00:00:00,"23","N","N",,
"852284447RR0001",2018-12-31 00:00:00,"23","N","N",,
"852285568RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852289107RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852296953RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852319672RR0001",2018-5-31 00:00:00,"23","N","N",,
"852326404RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852354612RR0001",2018-4-30 00:00:00,"23","N","N",,
"852358167RR0001",2018-5-31 00:00:00,"23","N","N",,
"852372739RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852377530RR0001",2018-12-31 00:00:00,"23","N","N",,
"852386176RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852387448RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"852388594RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852395649RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852401603RR0001",2018-3-20 00:00:00,"23","N","N","N","N"
"852410554RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852411446RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"852469337RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852483312RR0001",2018-9-30 00:00:00,"23","N","N",,
"852483544RR0001",2018-12-31 00:00:00,"23","N","N",,
"852487677RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852497676RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"852510668RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852525864RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852526581RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852530658RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852533264RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"852542984RR0001",2018-5-31 00:00:00,"23","N","N",,
"852543917RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852555473RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852558873RR0001",2018-12-31 00:00:00,"23","N","N",,
"852567171RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852567676RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852572742RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852573633RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852578921RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852589068RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"852600410RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852615129RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852621523RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852623123RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852623842RR0001",2018-12-31 00:00:00,"23","N","N",,
"852634450RR0001",2018-8-31 00:00:00,"23","N","N",,
"852637859RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"852660836RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852661230RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852673391RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"852677145RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852683853RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852730126RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852736966RR0001",2018-12-31 00:00:00,"23","N","N",,
"852747203RR0001",2018-9-30 00:00:00,"23","N",,,
"852753201RR0001",2018-12-31 00:00:00,"23","N","N",,
"852758929RR0001",2018-11-30 00:00:00,"23","N","N","N","N"
"852759372RR0001",2018-12-31 00:00:00,"23","N","N",,
"852761725RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852770601RR0001",2018-5-31 00:00:00,"23","N","N",,
"852770924RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852779529RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852786805RR0001",2018-12-31 00:00:00,"23","N","N",,
"852789643RR0001",2018-12-31 00:00:00,"23","N","N",,
"852791631RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852800432RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852808955RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852809417RR0001",2018-5-31 00:00:00,"23","N","N","N","N"
"852811140RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852823475RR0001",2018-3-31 00:00:00,"23","N","N",,
"852830553RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852846203RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852849231RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852854561RR0001",2018-12-31 00:00:00,"23","N","N",,
"852863778RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"852864479RR0001",2018-12-31 00:00:00,"23","N","N",,
"852872761RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"852875749RR0001",2018-9-30 00:00:00,"23","N","N",,
"852903814RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852953462RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852954064RR0001",2018-3-31 00:00:00,"23","N","N",,
"852957307RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852963438RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"852963941RR0001",2018-12-31 00:00:00,"23","N","N",,
"852974435RR0001",2018-6-30 00:00:00,"23","N","N",,
"852983832RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"853020352RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"853023505RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853024701RR0001",2018-8-31 00:00:00,"23","N","N","N","N"
"853042901RR0001",2018-12-31 00:00:00,"23","N","N",,
"853045961RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853047157RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853055341RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853057941RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853060010RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853062875RR0001",2018-3-31 00:00:00,"23","N","N",,
"853065563RR0001",2018-11-30 00:00:00,"23","N","N",,
"853096238RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853104461RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853120665RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853130607RR0001",2018-12-31 00:00:00,"23","N","N",,
"853132652RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853139871RR0001",2018-4-30 00:00:00,"23","N","N",,
"853151819RR0001",2018-12-31 00:00:00,"23","N","N",,
"853173300RR0001",2018-12-31 00:00:00,"23","N","N",,
"853176857RR0001",2018-12-31 00:00:00,"23","N","N",,
"853190742RR0001",2018-9-30 00:00:00,"23","N","N","N","N"
"853203529RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"853212587RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853213742RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853225712RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853242931RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
"853273183RR0001",2018-6-30 00:00:00,"23","N","N","N","N"
"853284206RR0001",2018-12-31 00:00:00,"23","N","N",,
"853301901RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"853305134RR0001",2018-3-31 00:00:00,"23","N","N","N","N"
"853321677RR0001",2018-4-30 00:00:00,"23","N","N",,
"853328672RR0001",2018-3-31 00:00:00,"23","N","N",,
"853345247RR0001",2018-12-31 00:00:00,"23","N","N","N","N"
