"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"122455611RR0001",2018-3-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","various",$21339.00
"122524713RR0001",2018-7-31 00:00:00,"23",,,,,,,,,"Y",,,,,,$268761.00
"122537640RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2286.00
"122554488RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$1120.00
"122590334RR0002",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","MISC FURNITURE, FOOD",$13103.00
"122605678RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","liquor, vouchers",$7121.00
"122621006RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,,,$40863.00
"122648520RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","TRUCK",
"122654999RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$60474.00
"122680572RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,"Y",,,,"Y",,"Y","Gift Certificates; hotel stay, spas",$634794.00
"122716707RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Gifts for auction",$8740.00
"122731185RR0001",2018-9-30 00:00:00,"23",,,,,,,,,"Y",,,,,,$1500000.00
"122736895RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$3250.00
"122918642RR0001",2018-10-31 00:00:00,"23","Y",,,,,,,,,,"Y",,"Y","Instruments/actions",$111302.00
"122930019RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","gift certificates, supplies, pla",$15203.00
"122947005RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$100.00
"122955370RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,,,"Y",,,$32585.00
"122963663RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,"Y",,,"Y",,"Y","Gift certificates",$5995694.00
"123041683RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$18079.00
"123045924RR0001",2018-3-31 00:00:00,"23","Y",,,,"Y",,,,,,,,,,$3671855.00
"123056228RR0001",2018-3-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$6800.00
"123072647RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Sunblaster Combo Gardening Glow Light, Reflector & Stand",$123.00
"123109845RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$132.00
"123121782RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,"Y","Material to make collection bags",$574.00
"123160707RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Art, art supplies etc",$29004.00
"123204216RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,"Y",,,$1950.00
"123234239RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","Gift certificates for Bazaar",
"123248957RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,"Y",,,,,$906.00
"123259574RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","Air line tickets",$760.00
"123264715RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,"Y","Y",,"Y","Y",,"Y","Event tickets",$18050.00
"123275224RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,,,$200.00
"123284929RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1192.00
"123313660RR0001",2018-4-30 00:00:00,"23",,,,,,,"Y",,,,"Y",,,,$257054.00
"123339087RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","NONE",
"123341414RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,,,,,,$2000.00
"123345969RR0001",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$1781.00
"123350886RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,"Y","Gift Basket for Auction",$200.00
"123403503RR0001",2018-7-31 00:00:00,"23",,,,,,,,,,,"Y",,"Y","CDS/PERFORMANCE SPACE AND INSTRUMENTS",$14095.00
"123428799RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$2509.00
"123526915RR0001",2018-3-31 00:00:00,"23","Y","Y","Y",,,,,"Y",,"Y",,,"Y","Tickets,gift cards,services,prizes,use of building",$38265.00
"123538050RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","facial Products",$95.00
"123558231RR0001",2018-12-31 00:00:00,"23",,,,,"Y",,,,,,,,,,$950.00
"123582348RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,"Y",,,,$5410.00
"123605883RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$2297.00
"123613523RR0010",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Transport kilométrage, aucun biens matériels",$11174.00
"123613523RR0027",2018-6-30 00:00:00,"23",,,,,"Y",,,,,"Y",,,,,$335.00
"123613523RR0030",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y",,$1916.00
"123613523RR0055",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Aspirateur et ceinture tambour major",$1003.00
"123613523RR0067",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","DÉPLACEMENT, DON DE BILLETS POUR ORGANISATION DE TIRAGE",$580.00
"123625618RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Argo tickets",$16328.00
"123636664RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Toys and food items for clients (original receipts recd)",$550.00
"123645509RR0001",2018-10-31 00:00:00,"23",,"Y","Y",,,,,"Y",,,,,,,$1602.00
"123646168RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,,,,"Y","Cash donations",$575.00
"123654188RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$76544.00
"123756314RR0001",2018-12-31 00:00:00,"23",,,,,"Y",,,,,,,,,,$2007.00
"123782435RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$6720.00
"123783847RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Soap",$1290.00
"123864068RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,"Y",,"Y","Y","Y",,"Y","Airline tickets",$11922669.00
"123916751RR0002",2018-12-31 00:00:00,"23",,,,,,,,,"Y",,,,,,$18810.00
"123920324RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$39769.00
"123926107RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$401.00
"124008814RR0001",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$7588.00
"124035643RR0001",2018-9-30 00:00:00,"23",,,"Y",,,,,,,,"Y",,,,$42522.00
"124038878RR0001",2018-3-31 00:00:00,"23","Y",,"Y","Y",,,"Y",,,"Y","Y",,"Y","Event tickets (hockey)",$138792.00
"124046368RR0002",2018-3-31 00:00:00,"23","Y",,,,,,"Y",,,,"Y",,"Y","Silent Auction items",$281627.00
"124052507RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$119.00
"124072513RR0010",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1887.00
"124076555RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","gift basket",$42.00
"124094103RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Entertainment/ornament",$1632.00
"124146846RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$5069.00
"124151895RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$371.00
"124168485RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Supplies",$403.00
"124183740RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Education Supplies Golf tournament",$2008.00
"124187477RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Various",$9253.00
"124237124RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$4408.00
"124315094RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y","Y",,,,$10389.00
"124336041RR0001",2018-3-31 00:00:00,"23",,,"Y","Y",,,,,,,,,"Y","Christmas Dinner",
"124339151RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","Figet spinners",$10000.00
"124351511RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Donated Supplies",$650.00
"124355363RR0001",2018-9-30 00:00:00,"23",,,,,,,"Y",,,,"Y",,,,$178791.00
"124360280RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,"Y","Y","Gift cards, passes",$14752.00
"124367145RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","event tickets",$37398.00
"124376898RR0001",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,"Y","Tires and Maps",$1050.00
"124412800RR0001",2018-5-31 00:00:00,"23",,,,,,,,,,,,,"Y","Cadres",$250.00
"124476466RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,,,,"Y","salmon",$991.00
"124499302RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$242056.00
"124539214RR0001",2018-9-30 00:00:00,"23","Y",,,,,,,,,,,,"Y","BOAT AND MOTOR",$7183.00
"124589235RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","pEINTURES",$565.00
"124590019RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$299.00
"124655358RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Copyright fees and banquet tickets",$188.00
"124729898RR0001",2018-9-30 00:00:00,"23","Y",,,,,,,,,"Y",,,"Y","office furniture/equipment",$4011.00
"124733163RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Raffle Items",$3174.00
"124768789RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$800.00
"124801374RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","bénévolat",$3750.00
"124872128RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$12102.00
"124899154RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,,,$950.00
"124929464RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$185.00
"125009092RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Office Supplies",$4530.00
"125059261RR0001",2018-11-30 00:00:00,"23",,,,,,,,,,,,,"Y","Religious items",$40000.00
"125105825RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Tea set, antique medical equipment for display",$1290.00
"125111963RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","USED GOODS",$2039.00
"125136937RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$500.00
"125141051RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,"Y",,,,,$36289.00
"125160143RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1130.00
"125249185RR0001",2018-12-31 00:00:00,"23","Y",,,,,,"Y",,,,"Y",,,,$448552.00
"125250357RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$900.00
"125294678RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,"Y",,,,,,"Y","Craft Supplies",$2515.00
"125306712RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Toys, retail goods donated",$3223.00
"125340984RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,$893.00
"125345744RR0001",2018-12-31 00:00:00,"23",,,,,,,"Y",,,,,,,,$972.00
"125473660RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,"Y",,,,,,,$1749.00
"125536813RR0001",2018-10-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$650.00
"125590232RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gift Cards",$445.00
"125593657RR0004",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","GIFTS IN KIND",$5573.00
"125707323RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,"Y",,,,,,,$1084.00
"125748731RR0001",2018-12-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","PRINTING",$2535.00
"125767566RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,"Y","SOAPS & LOTIONS",$1673.00
"125800904RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$3292.00
"125806620RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","silent auction items",$5850.00
"125812651RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","travel costs",$242.00
"125821959RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","MISC EXPENSES PAID OUT OF POCKET BY PARISHONERS",$48.00
"125835660RR0001",2018-11-30 00:00:00,"23",,,,,,,,,,,,,"Y","Trailer Rental",
"125868125RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,"Y",,,,,"Y",,,,$205943.00
"125868844RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,,,$77329.00
"125874008RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$20451.00
"125878314RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","items to sell in auction",$29859.00
"125880401RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,"Y",,,"Y","KITCHEN APPLIANCES",$4540.00
"125884239RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$325.00
"125911313RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2930.00
"125976852RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,,,$150.00
"125978270RR0001",2018-12-31 00:00:00,"23","Y","Y","Y",,,,,,,,,,,,$2668.00
"125986406RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$6202.00
"126010461RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$358.00
"126011766RR0001",2018-9-30 00:00:00,"23",,,"Y",,,,,,,,,,"Y","ELECTRICAL SERVICES 3639",$3830.00
"126027275RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","MEUBLE-BUREAU",
"126032762RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Produits d'entretien",$2315.00
"126039072RR0001",2018-8-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","Musical instruments",$1845.00
"126150432RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,"Y","MONTAGNES NATURALISÉS",$9973.00
"126154459RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","SERVICES",$3511.00
"126175413RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Misc toys, supplies",$9864.00
"126179167RR0001",2018-12-31 00:00:00,"23",,,,,"Y",,,,,,,,,,$9500.00
"126207786RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gift cards",$325.00
"126211499RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","prizes, ie gift certificates, gift baskets etc.",$17363.00
"126222850RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,,,$999.00
"126288372RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Bookeeping and income tax",
"126300029RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$32000.00
"126357243RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$4500.00
"126359116RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y",,
"126363274RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$425.00
"126377100RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,"Y","grand piano",$16960.00
"126462332RR0001",2018-7-31 00:00:00,"23","Y",,"Y",,,,,,,"Y","Y",,,,$571065.00
"126510528RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","donation for fundraising auction",$5139.00
"126529437RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$20471.00
"126579242RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Groceries, household items",
"126582428RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Plants (potted) floral arrangements",$3347.00
"126583855RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,,,$3933.00
"126589910RR0001",2018-9-30 00:00:00,"23",,,,,,,,,,,,,"Y","Accounting Services",$2688.00
"126599208RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Event tickets",$254430.00
"126599919RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$27690.00
"126703255RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$888.00
"126734565RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$2517.00
"126761410RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,"Y",,,"Y","Wine",$3531.00
"126774835RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,"Y","Y","SERVICES",$3456.00
"126781442RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$19615.00
"126784420RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Artifacts, books, etc.",$3860.00
"126855402RR0001",2018-12-31 00:00:00,"23",,"Y","Y",,,,"Y",,,,,,"Y",,$3509.00
"126891662RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","storage rental",$3146.00
"126976711RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,"Y",,,,,$11557.00
"127067460RR0001",2018-4-30 00:00:00,"23",,,,,,,,,,,,,"Y","FRAIS DE DÉPLACEMENT",$31751.00
"127096030RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","Silent auction prizes, subscription",$14166.00
"127115780RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","Musical Instrument",$1000.00
"127146314RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,,,"Y","financial review",$750.00
"127186690RR0001",2018-8-30 00:00:00,"23",,,,,,,,,,,,,"Y","Logo Centre Bell",$8375.00
"127250181RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,"Y","Board expenses returne",$4496.00
"127261519RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Cemetery Plot, flowers",$3450.00
"127281590RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$2508.00
"127282879RR0001",2018-3-31 00:00:00,"23",,"Y","Y",,,,,,,,,,,,$7153.00
"127289726RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","SUPPLIES/SERVICES",$21084.00
"127311348RR0001",2018-3-31 00:00:00,"23","Y",,,,,,"Y","Y",,,"Y",,,,$1083139.00
"127344240RR0001",2018-12-31 00:00:00,"23",,"Y",,,,,,,,"Y",,,"Y","Ultra sound .. Rail & Ties",$15100.00
"127375293RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Nursing bras",$3286.00
"127391746RR0001",2018-11-30 00:00:00,"23",,,,,,,,,,,,,,,$500.00
"127532935RR0001",2018-11-30 00:00:00,"23",,,,,,,,,,,,,"Y","PRIZES",$3419.00
"127563088RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,,"Y","Y","Queue de billard",$780.00
"127609998RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Carte cadeaux",$11383.00
"127700508RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","MINISTRY & OFFICE SUPPLIES, REPAIRS & MAINTENANCE",$3787.00
"127722304RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","EVENT TICKETS & GARDEN",$24159.00
"127734036RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,"Y",,,,,$1750.00
"127756716RR0001",2018-8-31 00:00:00,"23",,,"Y",,,,"Y",,,,"Y",,,,$417025.00
"127796910RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","séchoirs à cheveux,fer plat cartouche d'encre,carte cadeau",$555.00
"127798163RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Services on gift cards",$502.00
"127803872RR0001",2018-3-31 00:00:00,"23","Y",,,,,,,,,,,,,,$950.00
"127841807RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$155325.00
"127863967RR0001",2018-10-31 00:00:00,"23",,,,,,,,,,,,,"Y","Entire Facility Lock Rekeying",$4367.00
"127870723RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$3238.00
"127875870RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","1800 topograhic maps",$36000.00
"127914463RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,"Y","Y",,,,$1456.00
"127968923RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$29109.00
"127979391RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Fresh/Canned Food",$11126.00
"128017852RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$3000.00
"128026143RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,"Y","gift certificates, golf, etc.",$27170.00
"128031085RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,"Y",,,$360.00
"128057205RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,,,"Y","SERVICES",$70621.00
"128115854RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,,,$860.00
"128135878RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$38750.00
"128136918RR0014",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","fund raising, flowers, liturgy",$2894.00
"128142585RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Gifts for Clients",$522.00
"128205069RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,"Y",,,"Y",,"Y","HYGIENE SUPPLIES",$16843.00
"128215274RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$14253.00
"128219201RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$57.00
"128229242RR0001",2018-9-30 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Internet services,contruction services,gift passes",$19850.00
"128231040RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,"Y","Y","preschool activity centre",$1540.00
"128233418RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,"Y",,"Y",,,$39139.00
"128369782RR0001",2018-7-31 00:00:00,"23",,,"Y",,,,,,,"Y",,,,,$200.00
"128438660RR0001",2018-6-30 00:00:00,"23",,,"Y",,,,,,,,,,,,$111.00
"128510484RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1748222.00
"128590817RR0001",2018-6-30 00:00:00,"23","Y",,"Y",,,,,,,,"Y",,,,$80371.00
"128596830RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,,,"Y","Boats & Boat Trailer",$6650.00
"128606084RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,,,$52352.00
"128626363RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$11582.00
"128626413RR0001",2018-3-31 00:00:00,"23","Y",,,,,,"Y",,,,,,,,$10230.00
"128656824RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$10616.00
"128671849RR0001",2018-6-30 00:00:00,"23",,,,,,,,,,,"Y",,,,$49910.00
"128748373RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Ministry Supplies",$1356.00
"128749520RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,,,,"Y","Vacation / Travl",$24318.00
"128764008RR0001",2018-2-28 00:00:00,"23",,,,,,,,,,,"Y",,"Y","Travel points - airline",$299307.00
"128793205RR0001",2018-8-31 00:00:00,"23","Y",,,,,,,,,,,,,,$3850.00
"128831476RR0001",2018-6-30 00:00:00,"23","Y",,,,,,,,,,,,,,$300.00
"128847084RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$1000.00
"128882628RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$2500.00
"128882883RR0001",2018-1-31 00:00:00,"23",,,,,,,"Y",,,,"Y",,,,$11319.00
"128882974RR0001",2018-6-30 00:00:00,"23",,,,,,,,,"Y",,,,,,$5034.00
"128893500RR0001",2018-6-30 00:00:00,"23",,"Y",,,,,,,,,,"Y",,,$957.00
"128895901RR0001",2018-12-31 00:00:00,"23","Y",,,,,,,,,,,,,,$2100.00
"128908852RR0001",2018-5-31 00:00:00,"23",,,"Y",,,,,,,,,,,,$4115.00
"128912359RR0001",2018-3-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Insurance Premiums",$2883.00
"128917366RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","OFFICE SUPPLIES",$3046.00
"128925989RR0001",2018-7-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","decor,blankets",$625.00
"128936705RR0001",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","Advertising",$37942.00
"128946829RR0001",2018-3-31 00:00:00,"23","Y",,"Y",,,,,,,"Y",,,,,$1585.00
"128955929RR0001",2018-7-31 00:00:00,"23","Y",,"Y",,,,,,,,,,,,$34230.00
"128967353RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,"Y","Y",,,,$267139.00
"128967353RR0003",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","BEQUESTS",$102000.00
"128967353RR0011",2018-12-31 00:00:00,"23",,,,,,,,,,"Y",,,,,$857.00
"128967353RR0013",2018-12-31 00:00:00,"23","Y","Y",,,,,,,,,,,,,$4158.00
"128967353RR0030",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,,,$6066.00
"128967353RR0039",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Flowers, Misc supplies for church, raffle prize",$591.00
"128967353RR0045",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","OLD PIANO  & GIFT CARD",$150.00
"128967353RR0054",2018-12-31 00:00:00,"23",,,,,,,,"Y",,,,,,,$600.00
"128967353RR0060",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Items to decorate church",$551.00
"128967353RR0069",2018-12-31 00:00:00,"23",,,,,,,,,,,"Y",,,,$15645.00
"128967353RR0080",2018-12-31 00:00:00,"23",,,"Y",,"Y",,,,,"Y",,,"Y","Flowers",$3976.00
"128967353RR0084",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","BALSAM FIR CHRISTMAS TREE",$50.00
"128967353RR0091",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","COLLECTION RECORDING",$1500.00
"128967353RR0092",2018-12-31 00:00:00,"23",,,,,,,,,,,,,"Y","Victorian Oil Lamp",$339.00
"128967353RR0095",2018-12-31 00:00:00,"23",,"Y",,,,,,,,,,,"Y","Flowers/Plants",$638.00
"128967353RR0097",2018-12-31 00:00:00,"23",,,"Y",,,,,,,,,,"Y","fundraising expenses",$793.00
"128967353RR0100",2018-12-31 00:00:00,"23",,"Y","Y",,,,,,,,,,"Y","flowers",$4974.00
